Date,League,Home_Team,Away_Team,FTR,FTHG,FTAG,HS,AS,HST,AST,Home_ELO,Away_ELO,Home_Win_Streak,Away_Win_Streak,Home_Loss_Streak,Away_Loss_Streak,Home_Unbeaten_Streak,Away_Unbeaten_Streak,Home_Winless_Streak,Away_Winless_Streak,Home_Points_Last_5,Away_Points_Last_5,Home_Points_Last_10,Away_Points_Last_10,Home_Points_Last_20,Away_Points_Last_20,Home_Net_FTG,Away_Net_FTG,Home_Net_S,Away_Net_S,Home_Net_ST,Away_Net_ST,FTHG_Conceded,FTAG_Conceded,HST_Conceded,AST_Conceded,HS_Conceded,AS_Conceded
2021-11-07,B1,Seraing,Gent,1,0,0,8,8,2,4,778.401284817784,1127.80207758918,0,1,1,0,0,1,1,0,3,9,9,16,13,31,0,0,0,0,-2,2,0,0,4,2,8,8
2021-11-07,B1,Antwerp,Anderlecht,2,2,0,12,9,4,3,1232.6081482089,1110.25411208888,0,0,0,0,5,3,1,2,10,7,21,17,42,31,2,-2,3,-3,1,-1,0,2,3,4,9,12
2021-11-07,B1,Genk,Cercle Brugge,1,1,1,8,17,4,7,1078.89791037162,882.07297378445,0,0,1,2,0,0,1,2,6,1,16,4,29,20,0,0,-9,9,-3,3,1,1,7,4,17,8
2021-11-19,B1,Mechelen,Club Brugge,2,2,1,11,17,4,5,1019.79532828009,1174.28666808883,0,1,1,0,0,4,2,0,10,9,20,19,30,40,1,-1,-6,6,-1,1,1,2,5,4,17,11
2021-11-20,B1,Cercle Brugge,Charleroi,0,1,2,24,11,7,4,890.277612291849,1113.39461667796,0,0,1,1,0,0,7,1,2,10,5,17,20,33,-1,1,13,-13,3,-3,2,1,4,7,11,24
2021-11-20,B1,Oud-Heverlee Leuven,Seraing,0,1,3,10,12,5,3,1018.9189163857,790.624636037153,2,0,0,4,4,0,0,4,9,4,14,10,29,14,-2,2,-2,2,2,-2,3,1,3,5,12,10
2021-11-20,B1,Waregem,Gent,0,1,2,8,16,2,4,851.094193093926,1115.57872636981,0,0,1,0,0,2,1,1,5,7,10,14,18,29,-1,1,-8,8,-2,2,2,1,4,2,16,8
2021-11-20,B1,Standard,Eupen,2,1,0,17,13,6,2,965.381042009247,933.903018239664,0,0,0,2,2,0,4,2,4,4,10,13,27,23,1,-1,4,-4,4,-4,0,1,2,6,13,17
2021-11-21,B1,Anderlecht,Kortrijk,1,1,1,21,11,4,5,1081.23320192772,970.809152850535,0,0,0,0,6,1,1,4,6,6,14,14,31,24,0,0,10,-10,-1,1,1,1,5,4,11,21
2021-11-21,B1,St Truiden,Antwerp,2,2,1,12,12,7,4,938.650472243029,1261.62905837006,0,1,1,0,0,1,6,0,5,10,14,23,24,42,1,-1,0,0,3,-3,1,2,4,7,12,12
2021-11-21,B1,Oostende,Union SG,0,1,7,6,15,1,8,851.167316468263,1328.66881334757,0,3,1,0,0,4,1,0,4,15,8,22,21,47,-6,6,-9,9,-7,7,7,1,8,1,15,6
2021-11-21,B1,Beerschot VA,Genk,2,2,0,10,19,3,4,842.475939514203,1070.69327186422,1,1,0,0,1,1,0,0,5,4,5,14,6,29,2,-2,-9,9,-1,1,0,2,4,3,19,10
2021-11-26,B1,Union SG,Oud-Heverlee Leuven,0,1,3,14,6,2,5,1338.66572433337,949.780916787521,2,0,0,0,2,3,0,7,15,8,25,14,47,26,-2,2,8,-8,-3,3,3,1,5,2,6,14
2021-11-27,B1,Seraing,St Truiden,2,2,0,9,11,2,6,859.762635635333,994.023613344988,0,1,0,0,1,1,2,0,4,7,10,17,17,27,2,-2,-2,2,-4,4,0,2,6,2,11,9
2021-11-27,B1,Cercle Brugge,Mechelen,2,3,1,18,4,9,2,876.401889569324,1065.15536513822,0,3,2,0,0,3,8,0,2,10,5,20,17,30,2,-2,14,-14,7,-7,1,3,2,9,4,18
2021-11-27,B1,Eupen,Kortrijk,1,2,2,13,17,5,8,904.794344500706,975.729790023729,0,0,0,0,1,2,2,5,1,6,10,12,22,25,0,0,-4,4,-3,3,2,2,8,5,17,13
2021-11-27,B1,Charleroi,Anderlecht,0,1,3,8,14,2,6,1127.27033940049,1076.31256475452,2,0,0,1,2,0,0,3,12,6,19,15,36,29,-2,2,-6,6,-4,4,3,1,6,2,14,8
2021-11-28,B1,Genk,Club Brugge,0,2,3,13,8,5,4,1001.56175907857,1128.9266312307,0,0,0,1,1,0,2,1,4,8,11,16,29,37,-1,1,5,-5,1,-1,3,2,4,5,8,13
2021-11-28,B1,Waregem,Beerschot VA,2,2,0,15,14,6,5,839.632154120415,911.607452299853,0,0,2,0,0,1,2,7,5,7,9,8,18,9,2,-2,1,-1,1,-1,0,2,5,6,14,15
2021-11-28,B1,Gent,Standard,2,3,1,19,8,8,5,1127.04076534332,994.489715748205,0,0,1,0,0,2,1,3,10,7,14,10,29,30,2,-2,11,-11,3,-3,1,3,5,8,8,19
2021-11-28,B1,Antwerp,Oostende,2,3,0,14,4,8,1,1206.2559172681,841.170405482466,1,0,0,2,6,0,0,5,7,3,22,8,39,20,3,-3,10,-10,7,-7,0,3,1,8,4,14
2021-12-03,B1,St Truiden,Union SG,0,1,2,9,13,3,9,934.014020448607,1259.40073495852,1,4,0,0,1,5,0,0,6,12,14,22,24,44,-1,1,-4,4,-6,6,2,1,9,3,13,9
2021-12-04,B1,Oud-Heverlee Leuven,Gent,0,0,1,14,16,2,8,1029.04590616236,1154.93331818136,0,1,1,0,0,3,1,0,10,10,16,17,29,29,-1,1,-2,2,-6,6,1,0,8,2,16,14
2021-12-04,B1,Kortrijk,Cercle Brugge,0,0,2,13,17,1,5,972.507738333731,941.989374104043,0,0,0,0,5,1,1,3,7,5,12,8,23,20,-2,2,-4,4,-4,4,2,0,5,1,17,13
2021-12-04,B1,Oostende,Eupen,2,2,1,17,4,6,2,829.28892022871,908.016396190704,0,0,2,3,0,0,2,3,0,2,8,11,20,23,1,-1,13,-13,4,-4,1,2,2,6,4,17
2021-12-04,B1,Club Brugge,Seraing,2,3,2,17,13,8,5,1149.69458186743,919.772228531714,0,1,0,0,18,1,1,0,8,7,19,10,40,20,1,-1,4,-4,3,-3,2,3,5,8,13,17
2021-12-05,B1,Beerschot VA,Antwerp,0,0,1,13,15,3,6,858.792001061535,1218.13740252186,2,0,0,1,2,0,0,1,7,10,8,22,9,42,-1,1,-2,2,-3,3,1,0,6,3,15,13
2021-12-05,B1,Anderlecht,Waregem,2,3,2,17,11,7,4,1126.55697243503,892.447605358733,0,0,0,0,7,2,2,4,8,5,15,9,29,20,1,-1,6,-6,3,-3,2,3,4,7,11,17
2021-12-05,B1,Standard,Charleroi,0,0,3,16,8,3,5,966.597162910163,1077.02593171999,1,1,0,0,3,1,0,0,6,9,10,16,29,33,-3,3,8,-8,-2,2,3,0,5,3,8,16
2021-12-05,B1,Mechelen,Genk,1,1,1,11,11,3,5,999.567880603504,980.793808441839,1,0,0,1,1,0,0,1,7,4,19,10,30,28,0,0,0,0,-2,2,1,1,5,3,11,11
2021-12-10,B1,Charleroi,Oostende,2,1,0,11,19,6,3,1114.78621888665,868.418381991226,0,0,1,3,0,0,1,6,9,3,16,11,33,23,1,-1,-8,8,3,-3,0,1,3,6,19,11
2021-12-11,B1,Kortrijk,Oud-Heverlee Leuven,2,2,1,8,18,2,2,924.807592292284,1008.15846401229,0,1,1,0,0,4,2,0,4,7,12,13,23,29,1,-1,-10,10,0,0,1,2,2,2,18,8
2021-12-11,B1,Eupen,Beerschot VA,2,1,0,15,21,7,4,868.886934428189,851.611806115923,0,0,0,1,2,0,3,8,2,7,11,8,23,9,1,-1,-6,6,3,-3,0,1,4,7,21,15
2021-12-11,B1,St Truiden,Cercle Brugge,0,1,2,12,11,4,5,925.490107008184,989.689520145491,0,1,1,0,0,2,1,0,6,7,11,8,24,22,-1,1,1,-1,-1,1,2,1,5,4,11,12
2021-12-11,B1,Seraing,Anderlecht,0,0,5,5,17,1,7,906.317507086433,1139.7573672116,1,1,0,0,2,1,0,0,7,8,10,15,20,29,-5,5,-12,12,-6,6,5,0,7,1,17,5
2021-12-12,B1,Antwerp,Standard,0,2,3,10,10,4,8,1225.31759746747,928.836875743503,2,0,0,1,7,0,0,4,12,5,22,7,42,26,-1,1,0,0,-4,4,3,2,8,4,10,10
2021-12-12,B1,Union SG,Mechelen,2,2,0,13,15,4,3,1267.92464839894,998.704143142446,0,0,1,1,0,0,1,1,12,7,24,20,44,31,2,-2,-2,2,1,-1,0,2,3,4,15,13
2021-12-12,B1,Gent,Genk,2,1,0,13,12,6,3,1175.82076033144,981.657545902897,1,0,0,0,1,1,0,2,10,5,20,8,29,26,1,-1,1,-1,3,-3,0,1,3,6,12,13
2021-12-12,B1,Club Brugge,Waregem,2,3,0,21,7,7,0,1163.14930331271,879.247210582158,1,0,0,1,19,0,0,5,10,4,19,9,40,20,3,-3,14,-14,7,-7,0,3,0,7,7,21
2021-12-14,B1,Cercle Brugge,Seraing,2,2,0,12,7,5,1,1015.84292659828,875.705400753061,1,0,0,1,1,0,0,1,10,7,11,10,22,20,2,-2,5,-5,4,-4,0,2,1,5,7,12
2021-12-14,B1,Anderlecht,St Truiden,2,2,0,18,8,4,2,1170.36947354498,899.336700555392,1,0,0,1,8,0,0,1,10,6,17,11,31,21,2,-2,10,-10,2,-2,0,2,2,4,8,18
2021-12-14,B1,Oostende,Kortrijk,0,0,2,12,13,0,4,855.942044026421,964.340527175771,1,0,0,0,1,3,0,6,3,6,8,12,23,25,-2,2,-1,1,-4,4,2,0,4,0,13,12
2021-12-15,B1,Mechelen,Gent,2,4,3,12,22,5,9,983.343341242622,1191.59288205227,0,2,0,0,2,4,1,0,4,13,17,22,31,31,1,-1,-10,10,-4,4,3,4,9,5,22,12
2021-12-15,B1,Waregem,Union SG,0,0,2,12,14,4,9,861.443080506298,1283.28545029877,1,5,0,0,1,6,0,0,4,12,9,24,20,46,-2,2,-2,2,-5,5,2,0,9,4,14,12
2021-12-15,B1,Oud-Heverlee Leuven,Club Brugge,0,1,4,16,14,7,4,968.625529128803,1180.95343338857,0,1,2,0,0,1,2,0,6,10,13,19,26,40,-3,3,2,-2,3,-3,4,1,4,7,14,16
2021-12-16,B1,Antwerp,Eupen,2,4,2,16,13,6,8,1171.14766477792,899.297146217792,0,0,1,4,0,0,1,4,9,5,19,11,39,25,2,-2,3,-3,-2,2,2,4,8,6,13,16
2021-12-16,B1,Genk,Charleroi,2,4,2,17,11,6,2,965.885424182068,1127.26255685145,0,2,1,0,0,2,3,0,2,9,8,19,26,33,2,-2,6,-6,4,-4,2,4,2,6,11,17
2021-12-17,B1,Seraing,Kortrijk,0,0,2,9,6,2,5,848.63692540759,994.942102756501,0,1,1,0,0,4,1,0,6,8,10,14,20,28,-2,2,3,-3,-3,3,2,0,5,2,6,9
2021-12-18,B1,Beerschot VA,Oostende,0,0,2,13,14,3,6,821.20159432632,825.34046844569,0,0,1,4,0,0,1,7,4,3,8,7,9,23,-2,2,-1,1,-3,3,2,0,6,3,14,13
2021-12-18,B1,Union SG,Cercle Brugge,2,3,2,18,10,5,4,1290.39376143609,1042.91140194375,1,2,0,0,1,3,0,0,12,12,27,14,46,25,1,-1,8,-8,1,-1,2,3,4,5,10,18
2021-12-18,B1,Waregem,Mechelen,2,3,2,19,11,6,6,854.334769368976,1032.51504104954,0,0,1,2,0,0,1,2,3,7,8,17,17,33,1,-1,8,-8,0,0,2,3,6,6,11,19
2021-12-18,B1,Gent,St Truiden,2,2,1,8,15,4,3,1142.42118224535,884.10763593908,2,0,0,2,2,0,0,2,12,3,19,8,30,21,1,-1,-7,7,1,-1,1,2,3,4,15,8
2021-12-19,B1,Club Brugge,Anderlecht,1,2,2,16,12,5,6,1205.76960477024,1185.59853816129,2,2,0,0,20,2,0,0,12,13,21,19,42,34,0,0,4,-4,-1,1,2,2,6,5,12,16
2021-12-19,B1,Eupen,Charleroi,0,0,4,24,10,8,4,884.127232278947,1064.38261461946,1,0,0,1,3,0,0,1,4,9,8,19,25,33,-4,4,14,-14,4,-4,4,0,4,8,10,24
2021-12-19,B1,Genk,Antwerp,1,1,1,10,7,2,2,1028.76536641406,1186.31757871676,1,1,0,0,1,1,0,0,4,9,8,19,26,39,0,0,3,-3,0,0,1,1,2,2,7,10
2021-12-19,B1,Oud-Heverlee Leuven,Standard,2,2,1,6,22,3,7,943.809357747137,983.006808433058,0,1,3,0,0,1,3,0,3,7,12,10,23,26,1,-1,-16,16,-4,4,1,2,7,3,22,6
2021-12-26,B1,Cercle Brugge,Club Brugge,2,2,0,12,11,5,5,1030.49937831878,1204.8417350875,2,2,0,0,2,2,0,0,12,13,14,21,22,40,2,-2,1,-1,0,0,0,2,5,5,11,12
2021-12-26,B1,Standard,Waregem,0,0,1,19,8,2,2,947.41182942023,901.443831083315,0,0,1,2,0,0,1,6,6,6,10,11,23,20,-1,1,11,-11,0,0,1,0,2,2,8,19
2021-12-26,B1,Union SG,Gent,1,0,0,6,10,0,2,1302.80578506106,1154.22128484932,2,0,0,1,2,0,0,1,12,12,27,22,46,33,0,0,-4,4,-2,2,0,0,2,0,10,6
2021-12-26,B1,Oostende,Genk,0,0,4,7,15,2,11,868.675651287144,1035.56134365404,0,0,1,1,0,0,1,3,6,5,9,9,23,26,-4,4,-8,8,-9,9,4,0,11,2,15,7
2021-12-27,B1,Charleroi,Oud-Heverlee Leuven,0,0,3,19,12,7,6,1098.13143661838,979.404336759966,1,0,0,1,1,0,0,1,9,6,21,14,35,23,-3,3,7,-7,1,-1,3,0,6,7,12,19
2021-12-27,B1,Mechelen,Seraing,2,2,0,18,19,6,4,985.405979335197,822.228360906532,1,0,0,2,3,0,0,2,4,3,14,7,30,19,2,-2,-1,1,2,-2,0,2,4,6,19,18
2021-12-27,B1,Beerschot VA,Anderlecht,0,0,7,5,16,2,9,777.866411484866,1186.52640784403,0,0,2,0,0,3,2,1,3,13,8,19,9,35,-7,7,-11,11,-7,7,7,0,9,2,16,5
2021-12-27,B1,St Truiden,Eupen,2,2,0,13,9,4,1,872.307533335113,850.378410280028,0,0,2,5,0,0,2,5,0,4,7,5,21,25,2,-2,4,-4,3,-3,0,2,1,4,9,13
2022-01-14,B1,Gent,Kortrijk,1,2,2,22,13,5,6,1160.67511460852,1021.35066725756,3,2,0,0,3,5,0,0,10,10,20,16,34,31,0,0,9,-9,-1,1,2,2,6,5,13,22
2022-01-15,B1,Club Brugge,St Truiden,2,2,0,19,5,8,2,1140.6548071341,913.400656205045,0,0,0,3,21,0,1,3,10,3,18,9,39,21,2,-2,14,-14,6,-6,0,2,2,8,5,19
2022-01-16,B1,Antwerp,Charleroi,2,3,0,16,13,4,3,1179.52160147678,1025.65809094887,1,1,0,0,1,1,0,0,10,9,17,18,37,32,3,-3,3,-3,1,-1,0,3,3,4,13,16
2022-01-16,B1,Eupen,Cercle Brugge,0,0,2,5,14,3,6,809.285287410096,1094.68630627217,0,0,1,1,0,0,1,1,3,12,5,17,24,22,-2,2,-9,9,-3,3,2,0,6,3,14,5
2022-01-16,B1,Anderlecht,Standard,1,1,1,15,6,3,1,1202.49222693655,911.202552851612,2,0,0,1,9,0,0,1,13,3,21,10,38,23,0,0,9,-9,2,-2,1,1,1,3,6,15
2022-01-16,B1,Genk,Beerschot VA,2,4,1,19,8,10,4,1071.26291768604,761.900592392346,0,0,0,2,2,0,1,9,8,0,12,7,28,9,3,-3,11,-11,6,-6,1,4,4,10,8,19
2022-01-18,B1,Seraing,Union SG,0,0,4,14,9,3,6,797.577175168327,1296.35195530186,0,6,2,0,0,7,2,0,0,13,7,25,19,44,-4,4,5,-5,-3,3,4,0,6,3,9,14
2022-01-21,B1,Oostende,Antwerp,0,1,2,12,14,6,5,832.974077255141,1211.36761838802,0,0,2,0,0,2,2,1,6,10,6,20,23,40,-1,1,-2,2,1,-1,2,1,5,6,14,12
2022-01-22,B1,Kortrijk,Eupen,1,1,1,18,11,5,3,1027.44364503227,795.069208879312,1,0,0,6,1,0,0,6,10,3,17,5,29,23,0,0,7,-7,2,-2,1,1,3,5,11,18
2022-01-22,B1,Beerschot VA,Oud-Heverlee Leuven,2,3,1,15,17,12,5,746.173642951347,1051.87768242947,0,1,3,0,0,1,3,0,0,6,7,16,9,25,2,-2,-2,2,7,-7,1,3,5,12,17,15
2022-01-22,B1,St Truiden,Seraing,2,3,1,13,9,6,1,894.735595442349,790.662868018414,1,0,0,3,1,0,0,3,3,0,9,7,20,16,2,-2,4,-4,5,-5,1,3,1,6,9,13
2022-01-22,B1,Charleroi,Gent,1,0,0,12,8,4,4,993.812074037633,1154.58213683381,0,0,1,0,0,1,1,2,6,8,15,18,31,34,0,0,4,-4,0,0,0,0,4,4,8,12
2022-01-23,B1,Standard,Club Brugge,1,2,2,12,19,6,6,922.161915673444,1159.3198678968,0,0,2,1,0,0,2,1,4,10,10,20,23,39,0,0,-7,7,0,0,2,2,6,6,19,12
2022-01-23,B1,Union SG,Genk,2,2,1,8,8,5,2,1303.26626245178,1086.98986712704,0,1,0,0,3,1,1,0,13,10,25,15,47,31,1,-1,0,0,3,-3,1,2,2,5,8,8
2022-01-23,B1,Mechelen,Anderlecht,0,0,1,3,8,0,5,1010.0571650734,1191.53286411472,2,1,0,0,4,4,0,0,7,11,14,19,30,38,-1,1,-5,5,-5,5,1,0,5,0,8,3
2022-01-23,B1,Cercle Brugge,Waregem,2,3,1,12,10,5,4,1108.90238480296,937.653107651932,3,1,0,0,3,1,0,0,12,6,19,11,24,22,2,-2,2,-2,1,-1,1,3,4,5,10,12
2022-01-25,B1,Antwerp,St Truiden,1,1,1,13,7,3,2,1217.87798824606,925.835184765922,2,0,0,4,2,0,0,4,10,6,22,12,43,23,0,0,6,-6,1,-1,1,1,2,3,7,13
2022-01-25,B1,Charleroi,Kortrijk,1,1,1,19,7,10,2,1000.7290247066,1018.09631682132,0,0,0,0,1,6,2,1,4,11,13,15,31,27,0,0,12,-12,8,-8,1,1,2,10,7,19
2022-01-25,B1,Gent,Oostende,1,1,1,17,4,6,2,1147.66518616484,826.463707397102,0,1,0,0,4,1,1,0,6,3,19,6,35,20,0,0,13,-13,4,-4,1,1,2,6,4,17
2022-01-26,B1,Eupen,Standard,0,0,2,16,14,3,4,804.416537090262,931.653181659229,0,0,2,0,0,1,2,2,1,5,6,10,21,21,-2,2,2,-2,-1,1,2,0,4,3,14,16
2022-01-26,B1,Waregem,Oud-Heverlee Leuven,1,1,1,10,10,4,3,913.816981985278,977.040679637879,1,0,0,1,1,0,0,1,6,6,10,13,22,24,0,0,0,0,1,-1,1,1,3,4,10,10
2022-01-26,B1,Anderlecht,Cercle Brugge,0,0,2,3,17,0,9,1208.18900562992,1132.73851046961,0,1,0,0,10,1,1,0,11,12,21,22,38,26,-2,2,-14,14,-9,9,2,0,9,0,17,3
2022-01-26,B1,Seraing,Beerschot VA,2,2,1,14,14,4,4,759.563278694841,821.010645742943,0,0,3,3,0,0,3,10,0,3,7,10,16,11,1,-1,0,0,0,0,1,2,4,4,14,14
2022-01-27,B1,Club Brugge,Union SG,1,0,0,10,17,1,6,1149.82860191101,1317.57468597876,1,7,0,0,22,8,0,0,8,13,18,25,39,47,0,0,-7,7,-5,5,0,0,6,1,17,10
2022-01-28,B1,St Truiden,Charleroi,0,0,1,18,13,3,2,936.812930967103,1001.52815258012,2,0,0,1,2,0,0,1,7,5,10,14,24,31,-1,1,5,-5,1,-1,1,0,2,3,13,18
2022-01-29,B1,Beerschot VA,Waregem,1,3,3,18,8,7,3,783.409413665364,916.696823160379,1,0,0,1,1,0,0,1,3,7,7,11,11,20,0,0,10,-10,4,-4,3,3,3,7,8,18
2022-01-29,B1,Seraing,Eupen,1,0,0,14,10,5,2,797.164510772419,775.938816543572,1,0,0,0,1,1,0,7,3,1,9,5,19,18,0,0,4,-4,3,-3,0,0,2,5,10,14
2022-01-29,B1,Cercle Brugge,Oostende,0,0,1,10,11,2,3,1185.97347239564,838.111957285695,4,0,0,0,4,2,0,1,12,4,24,7,29,18,-1,1,-1,1,-1,1,1,0,3,2,11,10
2022-01-30,B1,Union SG,Anderlecht,2,1,0,6,9,5,3,1310.39880035542,1154.95404370389,1,2,0,0,4,5,0,0,11,8,23,21,45,35,1,-1,-3,3,2,-2,0,1,3,5,9,6
2022-01-30,B1,Gent,Antwerp,0,0,1,16,3,4,2,1136.01693627625,1206.90024204487,0,1,0,0,5,3,2,0,7,11,19,20,33,41,-1,1,13,-13,2,-2,1,0,2,4,3,16
2022-01-30,B1,Standard,Mechelen,0,1,2,17,8,8,4,960.13090220592,993.401023558202,0,0,0,3,1,0,3,3,5,6,12,13,24,30,-1,1,9,-9,4,-4,2,1,4,8,8,17
2022-01-30,B1,Kortrijk,Club Brugge,0,0,1,8,17,1,6,1017.2971889478,1157.00448753435,0,0,0,0,2,1,1,2,9,6,15,18,28,37,-1,1,-9,9,-5,5,1,0,6,1,17,8
2022-02-02,B1,Kortrijk,Antwerp,0,0,2,28,5,5,2,997.513280162317,1232.46074630642,0,2,1,0,0,4,2,0,6,11,14,20,28,43,-2,2,23,-23,3,-3,2,0,2,5,5,28
2022-02-04,B1,Charleroi,Seraing,2,2,0,10,7,3,1,1027.63564968203,796.188245695574,0,0,0,4,2,0,3,4,5,4,14,7,33,17,2,-2,3,-3,2,-2,0,2,1,3,7,10
2022-02-05,B1,Kortrijk,St Truiden,0,1,3,12,11,3,4,979.490654368976,910.70543386519,0,0,2,0,0,1,3,5,3,7,13,7,25,24,-2,2,1,-1,-1,1,3,1,4,3,11,12
2022-02-05,B1,Oostende,Oud-Heverlee Leuven,0,1,3,12,8,3,4,894.499430310639,974.160838462779,0,0,3,0,0,1,3,2,7,7,10,13,18,24,-2,2,4,-4,-1,1,3,1,4,3,8,12
2022-02-05,B1,Standard,Cercle Brugge,1,1,1,9,17,5,6,931.185861532699,1129.58599937069,0,2,1,0,0,2,4,0,5,12,11,24,21,29,0,0,-8,8,-1,1,1,1,6,5,17,9
2022-02-05,B1,Antwerp,Union SG,0,0,2,14,16,2,6,1250.48337209976,1328.96634014533,0,0,0,0,3,9,1,1,13,11,23,23,45,48,-2,2,-2,2,-4,4,2,0,6,2,16,14
2022-02-06,B1,Club Brugge,Gent,0,1,2,13,10,3,3,1176.78839631984,1110.4564320147,0,0,0,0,23,2,1,3,8,4,21,16,37,30,-1,1,3,-3,0,0,2,1,3,3,10,13
2022-02-06,B1,Mechelen,Beerschot VA,2,3,2,11,11,4,2,1022.34606423142,789.26313354443,0,0,1,4,0,0,1,11,9,4,13,7,33,12,1,-1,0,0,2,-2,2,3,2,4,11,11
2022-02-06,B1,Anderlecht,Eupen,2,4,1,19,8,5,5,1136.38650391399,776.915081620417,0,0,1,0,0,2,2,8,7,2,20,6,35,16,3,-3,11,-11,0,0,1,4,5,5,8,19
2022-02-06,B1,Genk,Waregem,2,2,0,13,10,5,1,1072.68144360006,910.843103281313,1,0,0,0,3,1,0,2,10,8,12,11,28,21,2,-2,3,-3,4,-4,0,2,1,5,10,13
2022-02-09,B1,Waregem,Oostende,1,0,0,12,18,6,3,886.055049296808,860.525073329153,0,1,0,0,2,3,1,0,5,4,11,10,20,18,0,0,-6,6,3,-3,0,0,3,6,18,12
2022-02-09,B1,Oud-Heverlee Leuven,Genk,2,2,1,22,12,6,7,1008.13519544427,1097.46949758456,1,0,0,1,1,0,0,1,10,10,13,14,27,28,1,-1,10,-10,-1,1,1,2,7,6,12,22
2022-02-11,B1,Seraing,Antwerp,0,0,1,8,19,3,5,777.875397242215,1216.36770456467,0,3,0,0,2,5,1,0,4,10,4,20,14,42,-1,1,-11,11,-2,2,1,0,5,3,19,8
2022-02-12,B1,Eupen,Gent,0,0,1,9,11,3,7,764.68710104697,1148.49266909192,0,1,3,0,0,3,3,0,2,6,5,16,16,33,-1,1,-2,2,-4,4,1,0,7,3,11,9
2022-02-12,B1,Mechelen,Oostende,2,3,0,11,4,4,1,1035.60847564089,861.698660675697,1,0,0,0,1,4,0,1,9,5,16,11,36,19,3,-3,7,-7,3,-3,0,3,1,4,4,11
2022-02-12,B1,Oud-Heverlee Leuven,Cercle Brugge,2,3,2,11,16,5,5,1048.18653278056,1121.32801937285,2,0,0,0,2,3,0,1,10,10,16,22,30,30,1,-1,-5,5,0,0,2,3,5,5,16,11
2022-02-12,B1,Waregem,Anderlecht,0,1,2,13,11,4,5,884.881461950264,1148.61448448744,0,0,0,1,3,0,2,1,3,7,9,20,18,35,-1,1,2,-2,-1,1,2,1,5,4,11,13
2022-02-13,B1,Genk,Standard,2,2,0,15,11,6,4,1057.41816024827,939.44384153054,2,1,0,0,4,2,0,0,9,6,14,9,25,19,2,-2,4,-4,2,-2,0,2,4,6,11,15
2022-02-13,B1,Union SG,St Truiden,0,0,1,11,13,1,5,1363.08200768042,963.134279041869,2,1,0,0,5,2,0,0,13,7,26,10,48,24,-1,1,-2,2,-4,4,1,0,5,1,13,11
2022-02-13,B1,Club Brugge,Charleroi,2,2,0,10,15,5,3,1138.75215924262,1045.94849813539,0,1,1,0,0,1,2,0,8,8,18,17,37,33,2,-2,-5,5,2,-2,0,2,3,5,15,10
2022-02-13,B1,Beerschot VA,Kortrijk,2,2,1,10,14,3,4,776.000722134961,927.061809192297,0,0,0,0,2,7,1,2,4,2,4,12,12,24,1,-1,-4,4,-1,1,1,2,4,3,14,10
2022-02-16,B1,Genk,Mechelen,2,4,1,25,6,9,2,1086.93073257372,1064.91638845622,3,1,0,0,5,1,0,0,9,12,17,16,27,36,3,-3,19,-19,7,-7,1,4,2,9,6,25
2022-02-19,B1,Cercle Brugge,Beerschot VA,2,2,0,26,7,10,2,1082.68922341708,821.098820098023,0,0,1,5,0,0,1,12,7,7,19,7,27,15,2,-2,19,-19,8,-8,0,2,2,10,7,26
2022-02-19,B1,Kortrijk,Waregem,2,5,0,17,16,10,3,881.963711229234,873.378661617317,0,0,3,1,0,0,4,3,1,3,12,9,24,18,5,-5,1,-1,7,-7,0,5,3,10,16,17
2022-02-19,B1,Oostende,Standard,2,1,0,15,4,5,0,832.39074786037,909.931269205087,0,0,4,1,0,0,4,1,5,5,8,9,19,19,1,-1,11,-11,5,-5,0,1,0,5,4,15
2022-02-19,B1,Charleroi,Union SG,0,0,3,13,17,5,7,1013.53482479797,1304.9017812219,1,1,0,0,3,10,0,0,8,10,14,23,30,47,-3,3,-4,4,-2,2,3,0,7,5,17,13
2022-02-20,B1,Antwerp,Mechelen,0,1,2,24,12,5,8,1221.11531525759,1013.83542827865,0,0,1,1,0,0,2,1,10,9,20,16,42,35,-1,1,12,-12,-3,3,2,1,8,5,12,24
2022-02-20,B1,Eupen,Club Brugge,0,1,3,11,15,5,6,758.356676534056,1171.16583258003,0,1,4,0,0,2,4,0,2,8,5,18,16,37,-2,2,-4,4,-1,1,3,1,6,5,15,11
2022-02-20,B1,Anderlecht,Genk,2,2,0,14,10,5,1,1160.11728482038,1138.01169275129,1,0,0,2,1,0,0,2,9,9,20,19,35,27,2,-2,4,-4,4,-4,0,2,1,5,10,14
2022-02-20,B1,St Truiden,Oud-Heverlee Leuven,2,2,0,10,8,4,3,1021.31450550039,1086.82532873633,0,1,1,0,0,2,1,0,10,10,13,16,24,32,2,-2,2,-2,1,-1,0,2,3,4,8,10
2022-02-23,B1,Gent,Seraing,2,4,0,13,7,5,1,1154.82309360484,773.127786549294,0,0,1,5,0,0,3,5,8,4,16,4,36,14,4,-4,6,-6,4,-4,0,4,1,5,7,13
2022-02-25,B1,Beerschot VA,Charleroi,0,2,3,11,17,6,7,805.173522022599,996.361638620875,1,0,0,1,3,0,0,1,4,7,7,11,15,30,-1,1,-6,6,-1,1,3,2,7,6,17,11
