Date,League,Home_Team,Away_Team,FTR,FTHG,FTAG,HS,AS,HST,AST,Home_ELO,Away_ELO,Home_Win_Streak,Away_Win_Streak,Home_Loss_Streak,Away_Loss_Streak,Home_Unbeaten_Streak,Away_Unbeaten_Streak,Home_Winless_Streak,Away_Winless_Streak,Home_Points_Last_5,Away_Points_Last_5,Home_Points_Last_10,Away_Points_Last_10,Home_Points_Last_20,Away_Points_Last_20,Home_Net_FTG,Away_Net_FTG,Home_Net_S,Away_Net_S,Home_Net_ST,Away_Net_ST,FTHG_Conceded,FTAG_Conceded,HST_Conceded,AST_Conceded,HS_Conceded,AS_Conceded
2023-01-08,SP1,Vallecano,Betis,0,1,2,15,14,3,3,1017.51325794353,1061.28593169197,0,0,0,1,6,0,1,1,11,5,16,13,27,33,-1,1,1,-1,0,0,2,1,3,3,14,15
2023-01-08,SP1,Sevilla,Getafe,2,2,1,11,11,5,2,902.103610339466,934.54444195426,0,0,2,1,0,0,9,1,2,8,8,13,15,17,1,-1,0,0,3,-3,1,2,2,5,11,11
2023-01-08,SP1,Ath Madrid,Barcelona,0,0,1,20,10,5,2,1131.60171427588,1368.27467392807,1,2,0,0,4,2,0,0,7,13,17,25,39,50,-1,1,10,-10,3,-3,1,0,2,5,10,20
2023-01-09,SP1,Athletic Club,Osasuna,1,0,0,17,3,3,1,1111.68219527993,977.920595578966,2,0,0,1,2,0,0,1,7,7,15,11,35,29,0,0,14,-14,2,-2,0,0,1,3,3,17
2023-01-13,SP1,Celta,Villarreal,1,1,1,21,3,8,1,870.811835389797,1139.51480089688,0,1,0,0,1,1,4,0,5,9,9,16,23,35,0,0,18,-18,7,-7,1,1,1,8,3,21
2023-01-14,SP1,Valladolid,Vallecano,0,0,1,9,13,2,6,911.921907108627,989.523673568074,0,0,1,0,0,3,1,1,3,8,13,16,17,27,-1,1,-4,4,-4,4,1,0,6,2,13,9
2023-01-14,SP1,Girona,Sevilla,2,2,1,19,10,7,2,1025.6832356023,937.082868286484,0,0,0,0,4,2,1,3,9,5,11,10,25,15,1,-1,9,-9,5,-5,1,2,2,7,10,19
2023-01-14,SP1,Osasuna,Mallorca,2,1,0,15,6,4,2,983.793220317183,1028.18952729902,0,0,1,1,0,0,1,1,7,10,12,14,30,30,1,-1,9,-9,2,-2,0,1,2,4,6,15
2023-01-14,SP1,Sociedad,Athletic Club,2,3,1,11,6,5,2,1139.95754625719,1105.80957054171,1,0,0,0,2,1,0,5,10,8,22,13,38,33,2,-2,5,-5,3,-3,1,3,2,5,6,11
2023-01-15,SP1,Getafe,Espanol,0,1,2,10,10,2,4,899.565184007242,920.165842796951,1,0,0,0,3,3,0,6,7,4,10,10,17,14,-1,1,0,0,-2,2,2,1,4,2,10,10
2023-01-15,SP1,Almeria,Ath Madrid,1,1,1,14,12,3,6,923.65251966862,1118.55527159596,0,0,1,2,0,0,1,2,7,4,13,17,21,36,0,0,2,-2,-3,3,1,1,6,3,12,14
2023-01-16,SP1,Cadiz,Elche,1,1,1,16,12,3,5,878.986593710119,749.520997541596,0,0,0,2,5,0,1,8,8,0,12,3,22,4,0,0,4,-4,-2,2,1,1,5,3,12,16
2023-01-20,SP1,Mallorca,Celta,2,1,0,8,10,3,3,992.122587867351,881.194170606525,2,1,0,0,3,2,0,0,9,6,14,7,27,24,1,-1,-2,2,0,0,0,1,3,3,10,8
2023-01-21,SP1,Vallecano,Sociedad,0,0,2,14,12,2,7,1014.49281777568,1179.51841109139,0,2,1,0,0,2,2,0,8,13,16,22,29,41,-2,2,2,-2,-5,5,2,0,7,2,12,14
2023-01-21,SP1,Espanol,Betis,2,1,0,8,13,2,4,950.270672442579,1089.27551606742,0,1,0,0,1,1,3,0,6,8,12,13,17,33,1,-1,-5,5,-2,2,0,1,4,2,13,8
2023-01-21,SP1,Ath Madrid,Valladolid,2,3,0,18,7,8,1,1110.41606130625,886.952762901017,0,0,1,4,0,0,1,4,5,3,15,10,34,17,3,-3,11,-11,7,-7,0,3,1,8,7,18
2023-01-21,SP1,Sevilla,Cadiz,2,1,0,17,4,9,1,913.070853415851,873.285926584825,1,1,0,0,1,1,0,0,5,6,10,12,15,20,1,-1,13,-13,8,-8,0,1,1,9,4,17
2023-01-22,SP1,Villarreal,Girona,2,1,0,19,8,9,1,1129.13246568015,1049.69525047294,2,0,0,0,2,3,0,1,10,11,16,14,33,27,1,-1,11,-11,8,-8,0,1,1,9,8,19
2023-01-22,SP1,Elche,Osasuna,1,1,1,13,8,4,4,755.22166466689,1019.86015974886,0,0,4,0,0,1,8,2,1,7,4,14,5,32,0,0,5,-5,0,0,1,1,4,4,8,13
2023-01-22,SP1,Barcelona,Getafe,2,1,0,8,7,4,3,1381.32111660799,869.460354361614,0,0,0,2,16,0,1,2,13,4,25,10,53,17,1,-1,1,-1,1,-1,0,1,3,4,7,8
2023-01-22,SP1,Athletic Club,Real Madrid,0,0,2,18,10,3,4,1066.24870570751,1362.11582915469,0,0,0,1,3,0,1,1,5,7,10,20,32,46,-2,2,8,-8,-1,1,2,0,4,3,10,18
2023-01-23,SP1,Valencia,Almeria,1,2,2,16,14,6,3,971.146017427713,931.791729958334,0,0,1,0,0,1,1,10,4,5,10,14,21,22,0,0,2,-2,3,-3,2,2,3,6,14,16
2023-01-27,SP1,Almeria,Espanol,2,3,1,19,6,7,3,933.596350547183,994.431451397712,0,1,0,0,1,4,2,0,6,8,12,14,23,20,2,-2,13,-13,4,-4,1,3,3,7,6,19
2023-01-28,SP1,Cadiz,Mallorca,2,2,0,11,9,4,2,844.93432105005,1014.23927194993,0,0,0,2,6,0,2,2,5,9,11,16,17,29,2,-2,2,-2,2,-2,0,2,2,4,9,11
2023-01-28,SP1,Girona,Barcelona,0,0,1,8,8,2,3,1024.88680848698,1384.5148344519,1,3,0,0,5,3,0,0,8,13,14,25,27,53,-1,1,0,0,-1,1,1,0,3,2,8,8
2023-01-28,SP1,Sevilla,Elche,2,3,0,22,6,8,1,941.422458950626,765.494813588806,2,0,0,0,2,1,0,9,7,2,12,4,18,6,3,-3,16,-16,7,-7,0,3,1,8,6,22
2023-01-28,SP1,Getafe,Betis,0,0,1,6,13,1,2,866.2666365177,1045.11473711229,0,0,1,1,0,0,1,1,3,5,10,13,17,30,-1,1,-7,7,-1,1,1,0,2,1,13,6
2023-01-29,SP1,Valladolid,Valencia,2,1,0,13,15,6,2,863.343868388787,969.341396838863,0,0,2,1,0,0,2,3,0,5,9,10,17,21,1,-1,-2,2,4,-4,0,1,2,6,15,13
2023-01-29,SP1,Osasuna,Ath Madrid,0,0,1,14,13,4,5,1009.58701082694,1134.02495581848,1,0,0,0,1,1,0,3,5,7,15,15,32,34,-1,1,1,-1,-1,1,1,0,5,4,13,14
2023-01-29,SP1,Celta,Athletic Club,2,1,0,9,5,3,0,859.077486523946,1052.7357739493,0,0,0,1,2,0,5,6,6,5,7,9,21,32,1,-1,4,-4,3,-3,0,1,0,3,5,9
2023-01-29,SP1,Real Madrid,Sociedad,1,0,0,20,8,7,3,1375.62876091289,1203.98149981921,1,3,0,0,26,3,0,0,9,15,22,22,46,41,0,0,12,-12,4,-4,0,0,3,7,8,20
2023-01-30,SP1,Villarreal,Vallecano,0,0,1,12,11,3,3,1153.94090766611,990.029729047864,3,1,0,0,3,4,0,0,13,5,19,16,33,26,-1,1,1,-1,0,0,1,0,3,3,11,12
2023-02-01,SP1,Betis,Barcelona,0,1,2,5,13,1,3,1061.95792195772,1391.68466491813,0,4,0,0,2,4,3,0,7,13,15,25,32,53,-1,1,-8,8,-2,2,2,1,3,1,13,5
2023-02-02,SP1,Real Madrid,Valencia,2,2,0,19,4,7,0,1368.31008156857,927.870691689274,0,0,0,2,27,0,1,4,10,4,20,7,44,21,2,-2,15,-15,7,-7,0,2,0,7,4,19
2023-02-03,SP1,Athletic Club,Cadiz,2,4,1,17,15,9,3,1004.54246671317,908.618648587437,0,0,1,1,0,0,2,1,2,8,9,13,29,19,3,-3,2,-2,6,-6,1,4,3,9,15,17
2023-02-04,SP1,Espanol,Osasuna,1,1,1,9,9,4,3,942.972004465873,988.581997669885,1,0,0,0,2,2,0,3,8,5,11,15,20,29,0,0,0,0,1,-1,1,1,3,4,9,9
2023-02-04,SP1,Elche,Villarreal,2,3,1,18,14,7,2,736.435177772018,1107.87269015137,0,0,0,0,1,2,9,1,2,10,3,16,6,32,2,-2,4,-4,5,-5,1,3,2,7,14,18
2023-02-04,SP1,Ath Madrid,Getafe,1,1,1,12,9,4,1,1155.02996897554,849.423451672271,1,0,0,3,1,0,0,3,10,3,15,9,37,17,0,0,3,-3,3,-3,1,1,1,4,9,12
2023-02-04,SP1,Betis,Celta,0,3,4,15,9,7,7,1053.61691493084,907.270793760083,0,0,1,1,0,0,4,1,7,8,12,10,32,21,-1,1,6,-6,0,0,4,3,7,7,9,15
2023-02-05,SP1,Mallorca,Real Madrid,2,1,0,4,20,1,1,950.554944412543,1374.74972293037,3,1,0,0,4,1,0,0,6,10,16,20,28,46,1,-1,-16,16,0,0,0,1,1,1,20,4
2023-02-05,SP1,Girona,Valencia,2,1,0,20,8,8,4,1017.71697802076,921.431050327473,0,0,1,3,0,0,1,5,5,1,13,6,24,21,1,-1,12,-12,4,-4,0,1,4,8,8,20
2023-02-05,SP1,Sociedad,Valladolid,0,0,1,15,7,4,2,1211.30017916354,904.814573538376,2,0,0,5,3,0,0,5,13,3,20,12,39,20,-1,1,8,-8,2,-2,1,0,2,4,7,15
2023-02-05,SP1,Barcelona,Sevilla,2,3,0,16,3,7,1,1400.025671945,970.482094767414,1,0,0,1,17,0,0,4,13,10,28,12,53,21,3,-3,13,-13,6,-6,0,3,1,7,3,16
2023-02-06,SP1,Vallecano,Almeria,2,2,0,15,14,11,5,1036.0979465626,985.055797479023,0,0,2,0,0,2,3,11,7,6,18,15,29,25,2,-2,1,-1,6,-6,0,2,5,11,14,15
2023-02-10,SP1,Cadiz,Girona,2,2,0,12,7,3,1,868.771502179397,1041.06898760647,1,0,0,1,7,0,0,2,7,7,12,16,19,24,2,-2,5,-5,2,-2,0,2,1,3,7,12
2023-02-11,SP1,Almeria,Betis,0,2,3,16,12,9,7,947.59539365601,1008.88232190557,1,1,0,0,2,1,0,0,5,6,12,11,22,31,-1,1,4,-4,2,-2,3,2,7,9,12,16
2023-02-11,SP1,Sevilla,Mallorca,2,2,0,15,6,6,0,961.99722042184,1009.43265656859,3,0,0,3,3,0,0,3,9,9,11,19,21,28,2,-2,9,-9,6,-6,0,2,0,6,6,15
2023-02-11,SP1,Valencia,Athletic Club,0,1,2,18,11,8,3,898.079040741758,1044.38961312121,0,0,0,2,1,0,2,7,1,4,5,11,20,29,-1,1,7,-7,5,-5,2,1,3,8,11,18
2023-02-12,SP1,Getafe,Vallecano,1,1,1,13,19,4,4,860.723003909596,1073.55835038561,0,2,2,0,0,5,2,0,1,9,9,20,18,32,0,0,-6,6,0,0,1,1,4,4,19,13
2023-02-12,SP1,Celta,Ath Madrid,0,0,1,14,10,3,2,952.005386785356,1143.73041673821,1,1,0,0,3,2,0,0,10,8,13,15,23,35,-1,1,4,-4,1,-1,1,0,2,3,10,14
2023-02-12,SP1,Valladolid,Osasuna,1,0,0,18,15,5,4,959.454190295111,986.493563055828,1,0,0,0,1,3,0,4,6,6,12,13,23,29,0,0,3,-3,1,-1,0,0,4,5,15,18
2023-02-12,SP1,Villarreal,Barcelona,0,0,1,11,7,2,4,1029.40634474871,1408.51054629057,0,5,1,0,0,5,1,0,7,15,16,28,31,53,-1,1,4,-4,-2,2,1,0,4,2,7,11
2023-02-13,SP1,Espanol,Sociedad,0,2,3,10,11,6,5,945.06043907993,1156.66056240681,0,0,0,0,3,4,1,1,8,10,12,17,21,39,-1,1,-1,1,1,-1,3,2,5,6,11,10
2023-02-15,SP1,Real Madrid,Elche,2,4,0,26,7,13,0,1315.87201077432,814.901523174682,1,0,0,1,28,0,0,10,7,5,17,6,45,9,4,-4,19,-19,13,-13,0,4,0,13,7,26
2023-02-17,SP1,Girona,Almeria,2,6,2,14,16,8,4,977.085279140868,921.1823003608,1,0,0,1,1,0,0,12,6,5,15,12,24,22,4,-4,-2,2,4,-4,2,6,4,8,16,14
2023-02-18,SP1,Sociedad,Celta,1,1,1,9,18,3,4,1171.27026390461,936.065858789824,0,1,1,0,0,1,1,0,10,7,20,12,39,22,0,0,-9,9,-1,1,1,1,4,3,18,9
2023-02-18,SP1,Betis,Valladolid,2,2,1,16,17,10,3,1035.29541520078,960.696891501506,0,1,2,0,0,1,5,0,6,7,14,10,31,24,1,-1,-1,1,7,-7,1,2,3,10,17,16
2023-02-18,SP1,Mallorca,Villarreal,2,4,2,13,8,5,4,959.624081302027,1022.91985989894,4,0,0,1,5,0,0,2,6,4,16,13,27,28,2,-2,5,-5,1,-1,2,4,4,5,8,13
2023-02-18,SP1,Osasuna,Real Madrid,0,0,2,11,11,4,6,985.250861849432,1322.70407363831,0,0,1,1,0,0,1,1,6,10,13,17,27,45,-2,2,0,0,-2,2,2,0,6,4,11,11
2023-02-19,SP1,Elche,Espanol,0,0,1,19,11,5,4,808.06946031069,930.450737582129,1,0,0,1,2,0,0,1,5,7,5,11,9,20,-1,1,8,-8,1,-1,1,0,4,5,11,19
2023-02-19,SP1,Vallecano,Sevilla,1,1,1,18,7,5,2,1064.8231943148,1011.80579568841,1,0,0,2,1,0,0,5,10,9,18,14,32,24,0,0,11,-11,3,-3,1,1,2,5,7,18
2023-02-19,SP1,Ath Madrid,Athletic Club,2,1,0,17,8,5,2,1159.66994473374,1063.65777584661,0,1,0,0,2,1,1,0,11,6,15,14,35,31,1,-1,9,-9,3,-3,0,1,2,5,8,17
2023-02-19,SP1,Barcelona,Cadiz,2,2,0,16,14,5,4,1414.99703114035,932.755210645001,2,0,0,2,18,0,0,2,15,7,28,15,55,22,2,-2,2,-2,1,-1,0,2,4,5,14,16
2023-02-20,SP1,Getafe,Valencia,2,1,0,15,8,6,3,869.458159980403,878.81087801635,0,0,0,4,1,0,3,6,2,1,9,5,19,17,1,-1,7,-7,3,-3,0,1,3,6,8,15
2023-02-24,SP1,Elche,Betis,0,2,3,4,21,2,9,786.89704548927,1060.52830952462,0,2,1,0,0,2,1,0,4,9,5,14,8,31,-1,1,-17,17,-7,7,3,2,9,2,21,4
2023-02-25,SP1,Espanol,Mallorca,2,2,1,9,15,3,4,951.623152403549,1011.38443906325,0,0,1,4,0,0,2,4,7,9,13,18,23,30,1,-1,-6,6,-1,1,1,2,4,3,15,9
2023-02-25,SP1,Cadiz,Vallecano,2,1,0,5,11,3,2,927.612066056974,1062.40042896792,2,0,0,0,8,6,0,1,6,8,12,16,22,30,1,-1,-6,6,1,-1,0,1,2,3,11,5
2023-02-25,SP1,Real Madrid,Ath Madrid,1,1,1,18,7,7,2,1333.70088216198,1183.04533189992,2,2,0,0,29,3,0,0,10,13,19,18,45,38,0,0,11,-11,5,-5,1,1,2,7,7,18
2023-02-25,SP1,Valencia,Sociedad,2,1,0,8,11,3,3,845.94966886565,1161.83749900512,0,1,1,0,0,5,3,0,0,8,5,21,17,40,1,-1,-3,3,0,0,0,1,3,3,11,8
2023-02-26,SP1,Athletic Club,Girona,0,2,3,17,8,3,4,1040.28238868044,1031.29822518202,1,0,0,2,1,0,0,3,6,6,11,17,28,24,-1,1,9,-9,-1,1,3,2,4,3,8,17
2023-02-26,SP1,Celta,Valladolid,2,3,0,18,6,4,3,945.498623689316,935.463997177665,0,0,1,1,0,0,1,1,7,7,13,10,23,23,3,-3,12,-12,1,-1,0,3,3,4,6,18
2023-02-26,SP1,Almeria,Barcelona,2,1,0,7,14,4,1,866.969354319644,1420.14017572837,0,6,1,0,0,6,1,0,4,15,9,28,21,55,1,-1,-7,7,3,-3,0,1,1,4,14,7
2023-02-26,SP1,Sevilla,Osasuna,0,2,3,22,11,8,4,1014.22856103529,974.254053325761,4,0,0,0,4,4,0,5,10,3,15,10,24,24,-1,1,11,-11,4,-4,3,2,4,8,11,22
2023-02-27,SP1,Villarreal,Getafe,2,2,1,11,8,5,3,971.159502137717,902.319369131103,0,0,2,0,0,1,2,4,3,5,13,9,25,22,1,-1,3,-3,2,-2,1,2,3,5,8,11
2023-03-03,SP1,Sociedad,Cadiz,1,0,0,15,6,3,2,1106.77358789378,971.439054987533,0,0,0,3,1,0,2,3,5,9,20,14,37,25,0,0,9,-9,1,-1,0,0,2,3,6,15
2023-03-04,SP1,Getafe,Girona,2,3,2,10,9,6,7,876.57809037732,1064.12551283606,1,1,0,0,2,1,0,0,5,9,8,17,21,27,1,-1,1,-1,-1,1,2,3,7,6,9,10
2023-03-04,SP1,Almeria,Villarreal,0,0,2,6,16,0,6,928.424678514597,996.900780891501,1,0,0,2,1,0,0,3,6,3,12,16,21,27,-2,2,-10,10,-6,6,2,0,6,0,16,6
2023-03-04,SP1,Mallorca,Elche,0,0,1,14,15,3,6,973.933869562073,775.922087611181,5,0,0,2,6,0,0,11,6,3,15,5,27,8,-1,1,-1,1,-3,3,1,0,6,3,15,14
2023-03-04,SP1,Ath Madrid,Sevilla,2,6,1,18,8,8,1,1189.57882670329,978.562933572491,1,0,0,0,3,1,0,6,11,7,18,14,36,24,5,-5,10,-10,7,-7,1,6,1,8,8,18
2023-03-05,SP1,Valladolid,Espanol,2,2,1,15,12,5,2,882.506944685465,989.073721904721,0,1,0,0,2,1,1,0,7,7,7,15,23,26,1,-1,3,-3,3,-3,1,2,2,5,12,15
2023-03-05,SP1,Barcelona,Valencia,2,1,0,13,13,4,1,1358.68485153342,901.013579976982,3,0,0,5,19,0,0,7,12,3,25,7,52,20,1,-1,0,0,3,-3,0,1,1,4,13,13
2023-03-05,SP1,Vallecano,Athletic Club,1,0,0,18,16,2,3,1018.57344003736,1007.4551010264,0,0,0,1,2,0,1,1,8,6,13,11,30,25,0,0,2,-2,-1,1,0,0,3,2,16,18
2023-03-05,SP1,Betis,Real Madrid,1,0,0,8,15,4,5,1071.50326740271,1327.16738735861,1,1,0,0,1,1,0,0,9,10,16,20,31,43,0,0,-7,7,-1,1,0,0,5,4,15,8
2023-03-06,SP1,Osasuna,Celta,1,0,0,10,6,5,0,1009.91968078856,998.455676181516,0,0,2,0,0,2,2,1,5,10,10,16,27,23,0,0,4,-4,5,-5,0,0,0,5,6,10
2023-03-10,SP1,Cadiz,Getafe,1,2,2,11,16,4,10,977.374253129746,924.348978355415,3,0,0,1,9,0,0,5,7,8,15,11,26,24,0,0,-5,5,-6,6,2,2,10,4,16,11
2023-03-11,SP1,Real Madrid,Espanol,2,3,1,22,10,7,3,1317.14118494661,947.555202663242,0,0,0,1,30,0,1,1,8,7,18,15,41,23,2,-2,12,-12,4,-4,1,3,3,7,10,22
2023-03-11,SP1,Elche,Valladolid,1,1,1,24,5,10,1,824.411791824047,924.025463926944,0,0,2,2,0,0,2,2,6,7,8,10,11,23,0,0,19,-19,9,-9,1,1,1,10,5,24
2023-03-11,SP1,Celta,Vallecano,2,3,0,15,12,6,3,998.983421591886,1018.06159631402,1,0,0,1,1,0,0,2,8,6,16,13,21,31,3,-3,3,-3,3,-3,0,3,3,6,12,15
2023-03-11,SP1,Valencia,Osasuna,2,1,0,8,7,4,0,896.72899946067,1009.39193537819,1,1,0,0,1,5,0,0,3,6,4,11,17,25,1,-1,1,-1,4,-4,0,1,0,4,7,8
2023-03-12,SP1,Mallorca,Sociedad,1,1,1,8,8,2,2,925.444165349208,1100.83838975157,0,0,1,1,0,0,1,1,6,5,12,18,26,37,0,0,0,0,0,0,1,1,2,2,8,8
2023-03-12,SP1,Sevilla,Almeria,2,2,1,27,13,5,5,944.698302435776,893.100750768856,0,0,1,2,0,0,1,13,4,3,14,9,24,21,1,-1,14,-14,0,0,1,2,5,5,13,27
2023-03-12,SP1,Villarreal,Betis,1,1,1,15,6,4,3,1032.22470863724,1081.52946981471,1,3,0,0,1,3,0,0,6,10,16,17,27,32,0,0,9,-9,1,-1,1,1,3,4,6,15
2023-03-12,SP1,Athletic Club,Barcelona,0,0,1,15,10,5,2,1007.96694474974,1362.96943204973,0,0,1,1,0,0,1,1,7,12,9,25,26,52,-1,1,5,-5,3,-3,1,0,2,5,10,15
2023-03-13,SP1,Girona,Ath Madrid,0,0,1,6,14,4,4,1016.35462485796,1223.44345784,2,0,0,0,2,4,0,1,9,11,14,21,26,38,-1,1,-8,8,0,0,1,0,4,4,14,6
2023-03-17,SP1,Valladolid,Athletic Club,0,1,3,15,15,3,6,919.559783977683,1000.62583307144,1,0,0,0,3,1,0,2,5,4,11,8,24,23,-2,2,0,0,-3,3,3,1,6,3,15,15
2023-03-18,SP1,Almeria,Cadiz,1,1,1,17,10,5,4,865.818428791621,974.951133390589,0,0,1,0,0,1,1,4,3,8,8,15,21,27,0,0,7,-7,1,-1,1,1,4,5,10,17
2023-03-18,SP1,Vallecano,Girona,1,2,2,15,12,3,4,960.538601091192,1001.4500671101,0,0,0,1,3,0,2,1,3,6,12,13,28,23,0,0,3,-3,-1,1,2,2,4,3,12,15
2023-03-18,SP1,Espanol,Celta,0,1,3,11,8,3,4,938.217757528601,1056.50641681472,1,0,0,0,1,3,0,2,6,8,14,18,23,24,-2,2,3,-3,-1,1,3,1,4,3,8,11
2023-03-18,SP1,Ath Madrid,Valencia,2,3,0,14,9,6,1,1238.34801558786,938.756607640792,2,0,0,6,4,0,0,8,13,6,21,7,38,20,3,-3,5,-5,5,-5,0,3,1,6,9,14
2023-03-19,SP1,Betis,Mallorca,2,1,0,10,5,3,1,1079.27402188026,932.898620068984,0,0,0,5,2,0,1,5,11,4,17,13,30,27,1,-1,5,-5,2,-2,0,1,1,3,5,10
2023-03-19,SP1,Osasuna,Villarreal,0,0,3,10,12,2,6,967.364327198072,1034.48015657169,0,1,0,0,1,1,3,0,5,7,11,14,22,28,-3,3,-2,2,-4,4,3,0,6,2,12,10
2023-03-19,SP1,Sociedad,Elche,2,2,0,17,4,4,3,1093.38393503179,828.877471773308,0,1,0,0,2,1,3,0,6,4,16,9,38,12,2,-2,13,-13,1,-1,0,2,3,4,4,17
2023-03-19,SP1,Getafe,Sevilla,2,2,0,15,11,4,4,926.772098094572,971.980624413011,2,0,0,1,3,0,0,7,8,7,9,16,22,24,2,-2,4,-4,0,0,0,2,4,4,11,15
2023-03-19,SP1,Barcelona,Real Madrid,2,2,1,17,11,7,3,1370.31054372803,1326.47863008125,4,0,0,0,20,2,0,1,12,11,27,18,52,41,1,-1,6,-6,4,-4,1,2,3,7,11,17
2023-03-31,SP1,Mallorca,Osasuna,1,0,0,10,11,1,2,913.635482767868,923.237761131787,0,0,0,1,1,0,2,1,4,4,10,10,24,22,0,0,-1,1,-1,1,0,0,2,1,11,10
2023-04-01,SP1,Girona,Espanol,2,2,1,14,5,4,1,999.574684298158,908.740609594914,0,0,1,2,0,0,1,2,7,6,13,13,24,23,1,-1,9,-9,3,-3,1,2,1,4,5,14
2023-04-01,SP1,Athletic Club,Getafe,1,0,0,17,9,3,1,1034.43203723715,976.304504404293,0,0,2,0,0,1,2,6,4,10,10,12,23,22,0,0,8,-8,2,-2,0,0,1,3,9,17
2023-04-01,SP1,Cadiz,Sevilla,0,0,2,14,11,3,5,970.084401611799,922.44821810329,0,0,0,2,10,0,1,8,6,4,13,13,25,23,-2,2,3,-3,-2,2,2,0,5,3,11,14
2023-04-01,SP1,Elche,Barcelona,0,0,4,15,12,2,6,813.169795697332,1398.29475771965,0,1,0,0,1,1,3,0,4,12,9,27,12,52,-4,4,3,-3,-4,4,4,0,6,2,12,15
2023-04-02,SP1,Celta,Almeria,1,2,2,21,8,5,3,1085.9835647484,870.685160570411,2,0,0,3,2,0,0,14,11,4,18,9,27,22,0,0,13,-13,2,-2,2,2,3,5,8,21
2023-04-02,SP1,Real Madrid,Valladolid,2,6,0,30,12,17,2,1298.49441608963,885.753579811973,1,0,0,0,31,1,0,3,8,4,18,11,38,24,6,-6,18,-18,15,-15,0,6,2,17,12,30
2023-04-02,SP1,Villarreal,Sociedad,2,2,0,16,16,4,3,1078.60672263797,1109.09161110777,0,0,0,0,2,1,1,2,10,6,14,16,30,38,2,-2,0,0,1,-1,0,2,3,4,16,16
2023-04-02,SP1,Ath Madrid,Betis,2,1,0,13,6,7,2,1254.84723685395,1098.53715918138,3,0,0,0,5,4,0,1,13,11,24,17,41,30,1,-1,7,-7,5,-5,0,1,2,7,6,13
2023-04-03,SP1,Valencia,Vallecano,1,1,1,18,7,4,2,922.257386374705,962.413983903139,2,0,0,2,2,0,0,3,6,3,7,13,17,29,0,0,11,-11,2,-2,1,1,2,4,7,18
2023-04-07,SP1,Sevilla,Celta,1,2,2,7,9,2,4,972.281665676293,1077.16909713964,1,1,0,0,1,4,0,0,6,11,16,18,26,25,0,0,-2,2,-2,2,2,2,4,2,9,7
2023-04-08,SP1,Osasuna,Elche,2,2,1,22,7,6,1,922.795672426718,808.873565093354,0,0,1,1,0,0,4,1,5,4,8,8,22,12,1,-1,15,-15,5,-5,1,2,1,6,7,22
2023-04-08,SP1,Espanol,Athletic Club,0,1,2,9,12,2,7,884.921195365623,1031.77986484013,0,1,1,0,0,2,1,0,3,5,10,11,22,21,-1,1,-3,3,-5,5,2,1,7,2,12,9
2023-04-08,SP1,Sociedad,Getafe,2,2,0,11,6,6,4,1061.39565838894,978.956676801311,1,0,0,0,3,2,0,7,5,8,13,13,35,23,2,-2,5,-5,2,-2,0,2,4,6,6,11
2023-04-08,SP1,Real Madrid,Villarreal,0,2,3,18,17,4,8,1312.62374149585,1126.3026753568,2,2,0,0,32,2,0,0,8,13,18,16,40,32,-1,1,1,-1,-4,4,3,2,8,4,17,18
2023-04-09,SP1,Valladolid,Mallorca,1,3,3,10,14,6,6,871.624254405751,914.077571472936,0,0,1,6,0,0,1,6,4,2,11,11,21,25,0,0,-4,4,0,0,3,3,6,6,14,10
2023-04-09,SP1,Betis,Cadiz,0,0,2,9,15,3,4,1080.03520656223,920.250954038796,1,0,0,0,3,2,0,5,8,6,17,12,30,24,-2,2,-6,6,-1,1,2,0,4,3,15,9
2023-04-09,SP1,Almeria,Valencia,2,2,1,10,11,4,4,879.499628179176,924.098475120315,0,0,0,7,1,0,2,9,5,7,9,7,23,17,1,-1,-1,1,0,0,1,2,4,4,11,10
2023-04-09,SP1,Vallecano,Ath Madrid,0,1,2,15,14,3,4,960.572895157529,1273.3491894731,0,1,0,0,4,5,3,0,3,13,11,26,27,41,-1,1,1,-1,-1,1,2,1,4,3,14,15
2023-04-10,SP1,Barcelona,Girona,1,0,0,18,5,3,0,1402.59098832363,1023.39409852745,5,0,0,0,21,1,0,2,12,7,27,13,52,27,0,0,13,-13,3,-3,0,0,0,3,5,18
2023-04-14,SP1,Vallecano,Osasuna,2,2,1,12,8,3,4,951.498205463638,944.663597577353,0,0,1,0,0,1,4,2,3,5,11,10,27,25,1,-1,4,-4,-1,1,1,2,4,3,8,12
2023-04-15,SP1,Villarreal,Valladolid,0,1,2,22,14,7,7,1173.98789805913,873.569629713979,1,0,0,1,3,0,0,4,13,5,16,12,35,21,-1,1,8,-8,0,0,2,1,7,7,14,22
2023-04-15,SP1,Athletic Club,Sociedad,2,2,0,13,13,5,4,1051.0055639077,1095.03780645161,0,0,0,1,1,0,3,3,8,8,14,13,23,35,2,-2,0,0,1,-1,0,2,4,5,13,13
2023-04-15,SP1,Betis,Espanol,2,3,1,15,13,8,4,1017.31883544197,865.695496298051,0,0,1,3,0,0,1,3,5,0,14,7,29,21,2,-2,2,-2,4,-4,1,3,4,8,13,15
2023-04-15,SP1,Cadiz,Real Madrid,0,0,2,12,35,3,11,982.96732515906,1264.93851879353,0,0,1,1,0,0,2,2,6,7,15,17,26,37,-2,2,-23,23,-8,8,2,0,11,3,35,12
